age,workclass,education_num,marital_status,occupation,relationship,race,sex,hours_per_week,native_country,salary
54,0,10,0,3,2,0,1,40,0,1
50,2,10,0,7,2,0,1,70,5,1
37,4,14,0,5,0,0,0,45,0,0
56,0,9,0,3,0,0,0,4,0,1
31,0,13,1,4,3,0,0,50,0,0
32,5,13,0,4,0,0,0,55,0,0
28,0,7,1,2,5,0,0,40,0,1
34,0,11,0,0,2,0,1,40,0,1
33,0,6,2,2,1,0,0,25,0,1
42,0,11,1,8,3,0,0,35,0,1
64,0,11,0,1,2,0,1,48,0,1
29,0,10,0,6,2,0,1,20,0,1
45,0,10,0,10,2,0,1,40,0,1
48,0,14,0,5,2,0,1,45,0,0
44,0,10,3,0,3,0,0,38,0,1
34,3,10,2,8,3,0,1,40,0,1
40,0,9,2,7,3,0,1,45,0,1
45,0,9,0,1,2,0,1,40,0,1
23,0,10,2,2,1,0,0,20,0,1
51,0,13,0,5,2,0,1,55,0,0
24,0,9,0,1,2,0,1,50,0,1
57,0,13,4,5,5,0,1,40,0,0
23,0,10,2,8,3,0,0,40,0,1
34,0,10,0,9,2,0,1,40,0,0
36,0,9,1,7,3,0,1,40,0,1
56,2,15,0,5,2,0,1,32,0,0
42,0,9,1,4,5,0,0,40,0,1
45,2,13,0,4,2,0,1,60,0,1
38,0,13,0,5,2,0,1,70,0,0
29,4,11,0,12,2,0,1,40,0,0
54,0,13,1,5,3,0,1,40,0,1
40,0,9,0,7,2,0,1,40,0,0
29,0,9,0,10,2,0,1,40,0,1
35,3,13,2,4,1,0,1,40,0,1
47,0,9,3,4,5,0,0,37,0,1
51,0,11,2,4,3,0,0,43,0,1
28,0,9,2,2,4,0,1,40,20,1
58,0,9,0,7,2,0,1,45,0,0
24,0,9,2,7,1,0,0,25,0,1
46,5,9,1,4,3,0,1,40,0,1
57,0,6,0,7,2,4,1,48,0,1
22,0,9,2,6,4,0,1,20,0,1
28,0,13,2,0,3,4,1,30,18,1
23,0,9,2,3,1,0,1,60,0,1
19,0,9,2,6,3,0,1,40,0,1
66,5,9,4,5,5,4,0,35,0,1
38,0,10,0,4,2,0,1,55,0,1
39,3,10,1,4,5,4,0,40,0,1
47,0,9,0,7,2,0,1,40,0,0
39,0,9,1,10,1,0,1,60,0,1
22,0,10,2,10,1,0,1,40,0,1
36,0,9,2,1,1,4,1,30,0,1
32,0,10,0,7,2,1,1,40,15,1
43,4,13,2,5,3,0,1,40,0,1
51,0,9,0,1,2,0,1,40,0,1
42,0,3,0,1,2,0,1,60,0,1
32,5,8,2,8,5,0,0,40,0,1
34,0,10,2,8,1,0,1,40,0,1
51,0,11,0,1,2,0,1,57,0,1
38,0,13,0,3,2,0,1,44,0,1
21,0,9,2,6,1,4,1,20,0,1
33,1,13,2,2,3,0,0,15,0,1
34,0,9,0,1,2,0,1,40,0,1
32,0,9,0,4,2,0,1,40,0,1
27,1,9,0,2,2,4,1,60,0,0
35,2,10,0,3,2,0,1,50,0,0
29,5,13,2,5,3,0,1,50,0,1
40,0,9,0,1,2,0,1,40,0,1
46,0,4,0,9,2,4,1,30,0,1
37,0,9,2,2,5,4,0,30,0,1
38,1,9,0,1,2,0,1,25,0,1
37,0,10,0,4,2,4,1,60,12,0
44,0,13,0,5,2,0,1,45,0,0
25,0,14,2,5,3,0,1,30,0,1
38,0,9,2,3,5,0,1,42,0,1
34,4,12,1,8,5,0,0,10,0,1
50,1,9,0,3,2,0,1,60,0,0
46,0,10,0,4,2,0,1,50,0,0
20,0,3,2,6,5,0,1,30,31,1
47,5,11,0,4,2,0,1,38,0,0
46,0,16,0,5,2,0,1,60,0,0
34,0,12,1,3,3,0,1,40,0,1
61,0,9,0,10,2,0,1,40,0,1
55,5,10,1,5,3,4,0,37,0,1
36,0,9,2,10,3,0,1,35,0,1
28,0,10,2,4,3,0,0,40,0,0
22,0,9,2,2,3,0,1,40,0,1
34,0,10,2,3,1,4,0,35,0,1
33,0,10,2,7,3,4,1,40,0,1
27,0,9,2,2,1,0,0,32,0,1
43,3,14,0,6,2,0,1,12,0,1
55,0,6,0,1,2,0,1,40,0,0
39,1,6,5,2,3,0,0,15,0,1
20,0,10,2,2,1,0,1,33,36,1
38,0,9,2,6,3,4,1,40,0,1
30,0,10,2,1,3,0,1,40,0,1
21,0,7,2,2,1,0,1,42,36,1
60,0,9,0,5,2,0,1,30,0,1
43,0,10,2,6,3,0,1,40,0,1
36,0,9,0,1,2,0,1,45,0,0
23,0,10,2,2,5,0,0,48,36,1
57,4,10,0,6,2,4,1,40,0,0
25,4,9,2,6,4,4,1,40,0,1
38,0,9,1,2,5,4,0,32,0,1
22,0,9,0,1,2,0,1,35,0,1
23,0,3,2,1,3,0,1,40,20,1
61,1,9,2,3,3,0,0,44,0,1
28,0,10,1,1,3,0,1,46,0,1
21,0,10,2,2,1,0,0,25,0,1
49,0,14,0,5,2,0,1,40,0,1
37,0,8,1,1,1,0,1,35,0,1
23,0,10,2,2,1,0,0,40,24,1
38,1,10,0,5,2,0,1,50,0,1
34,4,13,0,5,0,0,0,46,0,0
21,0,9,2,7,1,0,0,40,38,1
27,5,10,0,4,2,4,1,40,0,0
57,0,9,0,1,2,0,1,84,0,0
22,0,9,2,6,1,4,1,25,0,1
20,0,10,2,8,3,3,0,35,0,1
49,2,10,0,5,0,0,0,65,0,0
38,0,9,0,1,2,0,1,40,0,1
40,0,13,0,0,2,0,1,40,0,1
44,0,9,0,1,2,4,1,40,28,1
37,1,10,0,8,0,0,0,20,0,1
57,0,14,1,5,3,0,1,30,0,1
56,0,4,2,2,1,0,0,30,0,1
41,0,12,1,5,3,0,1,80,0,1
50,1,9,0,2,2,1,1,60,10,1
33,0,5,2,7,3,0,1,50,0,1
29,0,14,0,3,2,0,1,20,0,1
28,3,13,0,4,2,0,1,40,0,0
35,0,6,0,7,2,0,1,50,0,1
36,0,9,1,1,5,0,1,40,0,1
45,0,16,1,5,5,4,0,35,0,0
30,1,12,2,1,1,0,1,40,0,1
35,2,9,0,2,2,0,1,60,0,1
27,0,11,0,3,2,0,1,40,0,1
22,0,9,2,4,3,0,1,40,35,1
24,0,10,2,6,1,0,1,30,0,1
47,0,13,0,5,2,0,1,50,0,0
47,0,10,0,4,2,0,1,40,0,0
18,0,7,2,2,1,0,0,15,0,1
18,0,10,2,8,1,0,1,30,0,1
31,4,9,1,12,3,0,1,47,0,0
43,1,14,1,2,5,0,0,30,0,1
45,0,9,0,10,2,3,1,40,0,1
39,0,9,0,10,2,0,1,40,0,1
30,0,13,2,8,3,0,1,50,0,1
22,0,10,2,8,3,0,0,35,0,1
30,1,9,0,9,2,0,1,85,0,1
36,0,16,0,5,2,0,1,60,0,0
20,5,12,2,5,3,0,1,30,0,1
27,0,9,0,10,2,0,1,45,0,1
59,4,10,0,4,2,0,1,60,0,0
60,0,9,0,1,2,0,1,40,0,1
43,0,13,1,4,3,0,0,40,0,1
35,0,9,1,10,3,0,1,60,0,1
40,0,13,0,8,2,0,1,50,0,0
20,0,7,0,6,4,0,1,35,0,1
47,0,14,0,4,2,0,1,40,0,1
40,0,12,1,5,3,0,1,50,0,1
20,0,9,2,7,1,0,1,40,0,1
25,0,10,2,8,1,0,0,40,0,1
47,0,11,0,5,2,0,1,40,0,0
29,1,12,4,3,5,0,0,40,0,0
34,0,9,0,10,2,0,1,45,0,1
45,5,13,3,5,3,0,0,40,0,1
23,0,10,2,6,1,0,1,50,0,1
46,0,12,4,8,5,0,0,40,0,1
41,5,10,1,7,3,4,0,38,0,1
29,0,13,0,5,2,0,1,40,0,0
17,0,7,2,6,1,2,1,20,0,1
39,0,5,0,1,2,0,1,40,0,1
37,0,9,2,7,5,4,0,40,0,1
20,0,9,2,1,3,0,1,40,0,1
52,0,11,0,1,2,0,1,40,0,0
42,4,12,0,5,0,2,0,40,0,1
22,0,3,0,1,2,0,1,35,20,1
66,5,10,1,4,3,0,0,55,0,1
35,0,9,0,10,2,0,1,65,0,1
40,4,12,2,5,3,0,1,40,0,0
21,0,9,1,3,5,2,0,38,0,1
51,4,9,1,12,5,0,1,52,0,1
34,0,6,0,1,2,0,1,40,0,1
24,0,9,0,1,2,0,1,40,0,1
43,0,13,5,8,5,0,0,40,0,1
34,0,13,0,4,0,0,0,40,0,0
42,4,14,2,5,5,0,0,40,0,1
41,0,11,2,1,3,0,1,30,0,1
21,0,9,2,10,1,0,0,40,0,1
64,4,4,0,12,2,0,1,10,0,1
24,3,9,2,8,3,0,0,40,0,1
23,0,10,2,6,1,0,1,10,0,1
29,0,9,0,3,2,0,1,50,0,1
44,1,9,1,4,5,0,0,60,0,1
28,0,13,0,5,2,0,1,55,0,1
33,2,9,0,3,2,0,1,50,0,0
35,0,10,0,1,2,0,1,40,0,1
41,0,6,5,1,3,0,0,40,0,1
42,0,13,0,3,2,4,1,40,0,0
51,1,10,0,4,2,0,1,99,0,0
32,0,7,2,2,5,4,0,40,18,1
37,0,9,2,1,1,0,1,40,0,1
18,0,7,2,3,1,0,0,25,0,1
24,0,11,2,2,1,0,0,35,0,1
45,0,10,0,8,2,0,1,40,0,1
52,3,13,0,4,2,0,1,45,0,0
35,0,9,2,2,3,0,0,40,0,1
46,2,13,1,4,3,0,0,50,0,1
63,0,9,4,4,5,0,1,50,0,0
32,4,13,0,5,0,0,0,35,0,0
24,0,9,2,2,1,0,0,15,0,1
29,0,13,2,8,3,0,0,40,0,1
35,0,13,0,4,2,0,1,50,0,0
70,0,6,0,6,2,0,1,32,0,1
36,0,9,2,7,3,0,0,30,0,1
53,0,9,0,2,2,4,1,30,0,0
49,4,9,0,10,2,0,1,40,0,1
60,0,15,0,4,2,0,1,40,0,0
18,0,7,2,6,1,0,1,40,0,1
21,0,10,2,2,1,0,1,35,16,1
42,0,6,2,10,3,4,1,40,0,1
25,5,14,2,5,3,0,0,37,0,1
32,0,9,0,1,2,0,1,40,0,1
47,0,13,0,8,2,0,1,40,0,0
30,0,11,2,5,3,0,0,40,0,1
38,1,13,0,9,2,0,1,60,0,1
34,0,9,0,10,2,0,1,55,0,1
37,0,12,2,2,3,0,0,30,0,1
56,0,9,0,4,0,0,0,40,0,0
52,5,11,0,4,2,0,1,40,0,1
23,0,13,2,5,1,0,1,40,0,1
29,5,9,0,12,2,0,1,42,0,1
45,0,9,0,1,2,0,1,40,0,0
23,4,13,2,5,3,0,0,40,0,1
45,0,14,0,4,2,0,1,65,0,0
30,0,13,2,4,3,0,1,42,0,1
45,0,13,0,3,2,0,1,50,0,1
26,0,9,0,7,2,0,1,40,0,1
23,0,10,0,7,2,0,1,40,0,1
43,0,14,4,4,5,0,1,40,0,0
42,0,9,1,6,5,0,1,40,0,1
72,0,10,4,8,3,0,0,25,0,1
57,0,13,0,4,2,0,1,60,0,0
24,0,13,0,3,2,0,1,45,0,1
27,0,9,0,6,2,0,1,40,0,1
54,0,9,0,3,2,0,1,40,0,1
42,4,9,0,4,2,0,1,60,0,0
17,0,5,2,2,1,4,1,40,0,1
48,0,13,0,4,2,0,1,55,0,0
39,0,13,1,3,3,0,0,40,0,1
41,2,13,0,4,2,0,1,70,0,0
57,0,9,1,10,3,0,1,45,0,1
44,4,16,0,5,2,0,1,36,0,0
49,0,9,0,3,2,0,1,40,0,1
44,0,12,2,5,5,4,0,50,0,1
42,0,11,2,1,3,0,1,44,0,1
18,0,8,2,2,1,0,1,18,0,1
51,0,9,4,0,5,4,0,40,0,1
28,0,13,2,5,3,0,0,40,0,1
39,0,12,0,4,0,0,0,45,0,0
25,0,9,0,3,2,0,1,52,0,1
41,0,15,0,5,2,0,1,50,0,0
39,0,10,0,3,2,0,1,40,0,0
42,1,7,3,2,5,0,0,30,0,1
33,0,9,2,8,3,0,0,40,0,1
47,0,10,1,3,5,0,0,45,0,0
27,4,13,0,12,2,0,1,68,0,1
39,0,14,0,4,2,0,1,45,0,0
20,0,10,2,9,1,0,1,40,0,1
49,0,9,2,2,3,0,0,40,0,1
46,0,9,0,6,2,0,1,35,0,1
47,0,9,0,3,2,0,1,30,0,0
35,0,5,2,1,3,0,1,40,0,1
24,0,9,2,6,3,0,1,40,0,1
43,0,13,1,2,3,0,0,35,0,1
53,0,7,0,7,2,0,1,48,0,0
47,0,10,1,4,5,0,0,40,0,1
34,0,10,0,6,2,0,1,40,0,1
37,0,11,2,2,3,0,1,40,0,1
35,0,9,2,2,1,0,1,30,0,1
23,0,10,2,4,3,0,0,40,0,1
29,0,9,2,10,4,0,1,50,0,1
23,0,10,2,1,3,0,1,40,0,1
35,0,9,1,2,3,0,0,35,0,1
27,4,13,2,5,3,0,0,40,0,1
40,0,9,2,8,3,0,0,70,0,1
31,0,13,0,3,2,0,1,65,0,1
18,0,10,2,3,5,0,1,40,0,1
25,0,12,2,5,3,0,0,40,0,1
36,0,10,2,12,5,4,0,40,0,1
38,0,6,1,1,3,0,1,40,0,1
52,0,9,4,1,3,0,1,40,0,1
23,0,9,2,2,5,0,1,35,20,1
48,1,10,0,4,2,0,1,30,0,0
46,0,9,0,8,2,0,1,40,0,0
26,0,9,5,12,3,0,1,40,0,1
47,0,9,0,7,2,0,1,40,0,1
65,0,13,1,5,3,0,1,40,0,1
31,4,9,0,10,2,4,1,40,0,1
38,0,9,0,4,0,0,0,40,0,0
68,0,9,0,4,2,0,1,40,0,1
26,0,13,2,8,4,1,0,40,39,1
42,0,9,1,2,3,0,1,40,0,1
49,0,9,0,1,2,0,1,40,0,0
42,0,13,0,8,0,1,0,40,15,0
39,0,14,0,4,2,0,1,65,0,0
31,1,5,0,1,2,0,1,40,0,1
28,5,13,0,5,2,0,1,20,0,1
36,0,13,1,5,3,0,0,50,0,1
42,5,10,0,4,0,0,0,40,0,0
62,0,9,0,7,2,0,1,40,0,1
21,0,9,2,9,1,0,1,24,0,1
21,0,10,2,8,1,3,0,20,12,1
22,0,10,2,2,1,0,0,25,0,1
30,0,6,0,1,2,0,1,40,0,1
64,0,9,4,8,3,0,0,40,0,1
28,0,13,0,4,0,0,0,28,0,0
41,1,12,0,1,2,0,1,40,0,0
25,0,9,2,1,4,0,1,40,0,1
27,0,9,0,9,2,0,1,40,0,1
40,0,12,0,0,2,0,1,44,0,1
58,0,10,0,4,2,0,1,40,0,0
31,0,15,2,5,3,0,0,99,0,1
50,4,9,4,10,5,0,0,40,0,1
27,0,9,3,6,5,0,1,40,0,1
50,0,13,0,3,2,0,1,40,0,1
45,0,9,0,12,2,4,1,40,0,0
33,0,8,2,12,1,4,1,40,0,1
62,0,10,1,8,3,0,1,40,0,1
38,0,9,0,1,2,0,1,40,17,1
19,0,10,2,2,1,0,0,35,0,1
30,0,7,0,2,0,4,0,30,0,1
38,0,10,1,3,1,0,0,25,0,1
42,1,9,0,9,2,0,1,99,0,0
49,2,10,1,3,3,0,1,25,0,1
53,0,14,0,4,2,0,1,50,0,0
45,4,10,0,1,2,0,1,40,20,0
24,0,10,2,8,1,4,0,40,0,1
29,0,11,2,8,1,0,0,35,0,1
24,0,10,2,3,1,0,0,30,0,1
25,2,11,2,10,5,0,1,55,0,1
51,5,6,0,1,2,2,1,40,0,1
19,0,10,2,8,1,0,0,8,0,1
38,0,10,0,1,2,0,1,52,0,0
60,0,9,1,2,3,0,0,40,0,1
29,1,9,2,3,3,0,1,40,0,1
28,3,6,0,2,0,2,0,40,0,1
36,0,9,0,5,2,0,1,45,26,0
24,0,12,2,1,1,0,1,40,0,1
43,0,12,2,8,3,0,0,38,0,1
29,2,15,0,5,2,0,1,55,0,0
67,1,15,0,5,2,0,1,25,0,0
20,0,9,2,12,1,0,1,40,0,1
21,0,10,2,2,1,1,1,20,0,1
20,0,6,2,6,1,0,1,40,0,1
42,0,12,0,4,2,0,1,60,0,0
20,0,10,2,2,1,0,0,10,0,1
19,4,9,2,8,1,0,1,35,0,1
34,0,9,0,1,2,0,1,45,0,1
40,4,13,2,5,5,0,0,45,0,1
33,0,10,3,2,5,4,0,25,0,1
36,0,10,1,1,3,0,0,37,0,1
43,0,12,1,1,3,0,1,70,0,0
41,4,9,3,2,5,4,0,40,0,1
34,5,9,0,0,2,0,1,40,0,0
33,0,12,0,3,2,3,1,40,8,0
47,0,9,0,7,2,0,1,40,0,1
41,0,2,0,3,2,0,1,50,20,1
40,0,9,5,1,3,0,1,40,0,0
28,0,13,2,1,1,4,1,40,0,1
62,1,9,0,3,2,0,1,90,0,0
29,0,9,1,8,5,0,0,50,0,1
46,0,10,1,8,3,0,0,40,0,1
28,0,9,2,2,3,0,1,60,0,1
57,3,9,1,8,3,0,0,40,0,1
22,0,10,2,3,1,0,0,40,0,1
28,4,12,2,8,3,0,0,40,0,1
24,0,13,2,8,3,0,0,45,0,1
54,1,13,1,9,3,0,1,50,0,0
22,0,7,3,1,3,0,1,40,0,1
36,5,13,2,12,5,4,0,40,0,1
50,0,10,1,8,5,0,0,40,0,1
18,0,7,2,6,1,0,1,24,0,1
52,5,12,0,3,2,0,1,40,0,0
36,0,13,2,3,3,0,0,40,0,1
34,1,13,2,5,3,0,0,55,0,0
21,0,11,2,1,1,0,1,40,0,1
46,0,9,2,4,3,0,1,40,0,1
61,4,14,2,5,5,0,0,25,0,1
22,5,10,2,10,1,0,1,25,0,1
36,5,15,0,5,0,0,0,50,0,0
43,4,14,1,5,5,0,0,40,0,1
25,0,12,0,8,0,1,0,37,7,0
17,0,6,2,11,4,0,1,30,0,1
45,0,11,0,1,2,0,1,38,0,0
30,0,15,2,5,3,0,1,80,0,1
40,0,14,2,5,3,0,1,35,0,1
31,4,14,2,4,3,0,1,45,0,1
42,0,13,0,4,2,0,1,40,0,0
53,0,9,0,1,2,0,1,40,0,0
37,0,2,0,10,2,0,1,40,12,1
37,5,9,5,2,5,0,0,20,0,1
54,0,10,0,3,0,0,0,40,0,0
36,0,9,1,2,1,0,0,30,0,1
46,0,10,1,8,5,0,0,40,0,1
46,0,13,0,3,2,0,1,48,0,1
32,0,5,0,10,2,0,1,50,0,1
17,0,7,2,1,1,0,1,40,0,1
42,5,13,1,5,3,4,1,40,0,1
37,4,9,2,1,3,0,1,40,0,1
29,0,9,0,7,2,0,1,48,0,1
54,0,13,0,4,2,0,1,40,0,0
38,0,8,0,1,2,0,1,48,0,1
46,4,9,0,10,2,0,1,40,0,1
24,0,9,0,6,2,0,1,40,0,1
57,0,2,0,6,2,0,1,40,21,1
59,0,2,0,7,2,0,1,40,0,1
33,0,13,0,4,2,0,1,40,0,0
35,0,9,1,2,5,4,0,40,0,1
53,0,9,0,7,2,0,1,40,0,1
26,0,9,2,7,4,0,1,40,0,1
55,1,14,0,3,2,0,1,50,0,1
46,0,9,3,2,3,4,0,45,18,1
44,5,13,0,5,2,2,1,38,0,0
30,1,11,0,3,2,0,1,60,5,1
24,0,10,2,6,1,0,1,24,0,1
32,0,6,5,2,3,4,0,37,0,1
35,0,13,2,3,3,0,0,40,0,1
67,0,14,0,3,2,0,1,30,0,0
56,1,13,0,4,2,0,1,20,0,0
26,0,14,2,5,3,1,1,20,7,1
46,0,12,4,0,5,0,0,40,0,1
52,0,9,0,1,2,0,1,48,0,0
38,1,10,1,1,3,0,1,40,0,1
31,0,9,1,3,5,4,1,50,0,1
53,0,9,3,10,3,0,1,30,0,1
27,0,9,2,6,3,4,1,40,0,1
39,0,13,2,8,3,0,0,40,0,1
22,0,9,2,7,1,0,1,40,0,1
37,0,10,0,1,2,0,1,35,0,0
20,0,9,2,8,1,0,1,30,32,1
60,4,9,0,12,2,0,1,40,0,1
51,0,11,1,0,5,4,0,48,0,1
57,3,15,1,5,3,0,0,50,0,0
59,0,10,0,1,2,0,1,40,0,0
37,0,9,0,1,2,0,1,40,0,1
35,0,9,0,6,0,0,0,40,0,1
43,0,10,0,3,2,0,1,72,0,0
17,0,8,2,2,1,0,1,35,0,1
45,0,13,0,5,2,0,1,50,0,0
18,0,9,2,3,1,0,0,40,0,1
52,0,8,3,7,4,0,0,40,12,1
18,0,10,2,6,1,0,1,9,0,1
20,0,10,2,6,1,4,1,40,5,1
34,0,9,2,0,3,0,1,40,0,1
19,0,9,2,7,1,4,0,20,0,1
17,4,5,2,2,1,0,1,45,0,1
30,3,13,2,8,3,0,0,35,0,1
29,0,13,2,1,3,0,0,45,0,1
30,0,10,1,4,3,0,1,50,0,0
50,5,13,1,8,3,4,0,37,0,1
22,0,9,2,3,4,0,1,40,0,1
21,0,9,2,8,1,0,0,35,0,1
39,1,5,0,9,4,0,1,40,12,1
20,0,10,2,2,4,0,0,25,0,1
62,0,12,4,2,3,0,0,7,0,1
32,0,10,1,4,3,0,0,38,0,1
38,0,12,0,0,2,0,1,40,0,0
32,0,10,3,0,5,4,0,40,0,1
55,0,13,0,8,0,0,0,40,0,1
38,0,14,0,4,2,0,1,70,0,0
34,0,7,2,2,3,0,1,30,0,1
28,0,9,2,2,1,0,1,20,0,1
26,0,10,2,3,3,0,0,37,0,1
41,0,9,0,3,2,0,1,40,0,1
61,5,16,0,5,2,0,1,40,0,0
75,1,9,0,9,2,0,1,40,0,1
21,0,11,0,2,4,0,0,50,20,1
50,0,9,0,6,2,0,1,40,0,0
26,0,9,0,10,2,0,1,65,0,1
39,0,4,2,2,1,0,1,40,20,1
24,1,10,2,5,3,1,1,40,0,1
56,0,9,0,6,2,0,1,18,0,1
17,0,7,2,2,1,4,1,17,0,1
37,0,9,0,1,2,0,1,52,0,0
23,0,11,0,7,1,0,0,30,0,1
57,1,9,0,9,2,0,1,60,0,1
42,4,13,0,8,2,0,1,45,0,0
25,0,13,1,3,3,0,0,40,0,1
22,0,13,2,9,3,0,1,20,0,1
39,0,9,0,1,2,4,1,40,0,1
54,0,7,0,2,0,4,0,40,0,0
41,2,13,1,4,3,0,1,50,0,1
43,3,9,0,4,2,2,1,40,0,1
19,0,9,2,1,3,0,0,40,0,1
35,0,10,0,5,2,0,1,40,0,1
34,0,9,0,5,2,0,1,60,15,0
19,0,9,3,8,5,0,0,30,0,1
33,0,10,1,4,5,0,0,40,0,1
33,0,10,2,5,3,0,1,52,0,1
49,0,14,0,4,2,0,1,65,0,0
31,0,9,1,8,5,0,0,50,0,1
41,0,11,0,3,2,0,1,60,0,0
24,0,9,3,7,5,3,0,40,0,1
45,5,9,1,4,5,0,0,38,0,0
63,0,13,0,5,2,0,1,45,0,0
75,0,10,0,10,2,0,1,16,0,1
34,0,9,2,7,5,4,1,40,0,1
69,0,13,0,4,2,4,1,50,0,0
33,0,14,2,5,3,0,0,40,0,1
44,0,9,2,8,3,0,0,43,0,1
45,0,13,0,1,2,0,1,40,0,0
18,0,7,2,3,1,0,0,20,0,1
48,0,9,1,3,3,0,0,52,0,1
43,0,9,0,1,2,0,1,40,0,0
26,0,9,0,1,2,4,1,60,0,0
35,0,9,2,1,5,0,1,50,0,1
34,0,10,2,8,5,4,0,40,0,1
48,0,9,0,8,2,0,1,70,0,0
54,4,9,4,2,5,4,0,40,0,1
57,0,9,0,3,2,0,1,40,0,1
21,0,9,2,7,1,0,1,60,0,1
28,0,10,0,4,2,2,1,55,0,1
51,0,11,0,1,2,0,1,40,4,0
34,4,9,0,12,2,0,1,53,0,0
41,4,10,0,12,2,0,1,45,0,0
21,0,10,2,8,3,0,0,27,0,1
26,0,13,0,5,2,0,1,58,0,0
66,0,9,2,8,3,1,0,40,0,1
40,0,16,0,5,2,1,1,45,39,0
48,0,12,1,8,5,0,0,40,0,1
41,0,9,0,7,2,0,1,40,0,1
41,0,13,0,12,2,0,1,60,0,0
55,4,12,0,5,2,1,1,40,0,0
43,0,13,1,3,3,0,1,40,0,0
51,0,11,0,2,2,0,1,50,5,0
31,0,7,0,1,2,0,1,40,0,1
30,1,13,5,1,3,0,1,60,0,1
51,0,9,0,8,0,0,0,40,0,1
31,4,9,1,2,5,2,1,40,0,1
18,0,10,2,2,1,0,1,37,0,1
60,0,9,1,4,3,0,0,40,0,1
29,0,9,2,4,3,1,0,40,0,1
33,0,9,2,10,3,0,1,40,0,1
34,0,3,0,9,2,0,1,40,20,1
40,2,14,2,2,1,0,1,99,0,1
57,0,10,1,2,3,0,0,38,0,1
55,4,13,0,5,0,0,0,60,0,1
40,1,12,0,4,2,0,1,60,0,1
26,5,13,2,4,3,0,0,35,0,1
29,0,10,0,8,2,2,1,40,0,1
30,0,13,0,8,0,0,0,40,20,1
29,0,14,2,3,3,0,1,50,0,0
43,0,10,0,10,2,0,1,50,0,0
65,0,7,4,8,3,0,0,8,0,1
19,0,10,2,3,1,1,1,35,25,1
35,0,9,0,3,2,1,1,50,13,0
28,0,9,0,10,2,0,1,40,0,1
34,0,9,0,4,2,0,1,40,0,1
61,0,11,0,1,2,0,1,60,0,0
63,4,9,0,4,0,0,0,32,0,1
47,5,13,0,4,2,0,1,40,0,0
31,0,10,1,1,3,0,1,40,0,1
18,0,10,2,10,1,0,1,30,0,1
29,0,13,0,3,2,0,1,45,0,0
59,0,9,0,1,2,0,1,40,0,1
50,0,14,1,4,3,0,1,62,0,0
49,0,4,0,10,2,0,1,50,0,1
60,0,13,0,4,2,0,1,45,0,0
35,1,14,0,3,2,0,1,40,0,0
48,3,9,1,6,3,0,1,40,0,1
41,0,9,3,6,3,4,1,40,0,1
56,0,10,0,1,2,0,1,50,0,1
26,0,8,2,2,5,4,1,40,0,1
53,0,9,1,8,5,0,0,40,0,1
23,0,9,2,6,3,4,1,40,0,1
58,0,4,0,9,2,0,1,50,0,1
61,0,9,0,1,2,0,1,40,0,1
29,0,10,0,6,2,0,1,60,0,1
22,0,9,2,10,1,0,1,40,0,1
43,0,13,0,4,2,0,1,50,0,0
31,0,10,2,2,3,0,1,30,0,1
90,0,9,0,7,2,0,1,40,0,1
53,0,11,1,5,5,0,0,40,0,1
55,0,9,0,10,2,4,1,40,18,1
34,5,16,2,5,3,0,0,60,0,1
28,0,10,0,6,2,0,1,55,0,1
36,0,9,2,8,3,4,0,40,0,1
33,0,13,3,5,4,4,0,40,18,1
17,0,6,2,2,1,0,0,12,0,1
38,0,7,1,1,3,0,1,40,0,1
60,0,11,0,1,2,0,1,60,0,1
34,0,13,0,4,2,0,1,50,0,0
57,0,3,0,2,2,0,1,40,16,1
39,0,9,1,3,3,0,1,60,0,1
50,1,13,0,9,2,0,1,80,0,1
45,0,13,0,5,2,1,1,40,11,1
37,0,13,3,4,3,0,1,35,0,1
27,0,10,2,6,3,0,1,48,0,1
43,0,13,1,4,3,0,0,45,0,0
41,0,10,1,0,5,4,0,36,0,1
20,0,14,2,4,1,0,1,25,0,1
44,0,14,3,4,5,0,0,20,0,1
50,0,11,0,4,2,0,1,50,0,0
54,0,9,4,4,5,0,0,45,0,1
31,0,13,2,4,3,0,0,60,0,0
33,0,10,2,8,5,0,0,35,3,1
22,0,5,2,2,1,0,1,50,0,1
46,0,10,0,1,2,0,1,40,0,1
30,0,13,0,8,0,1,0,40,15,0
57,1,10,4,4,4,0,1,25,0,1
26,0,9,2,7,3,0,1,40,0,1
52,4,12,0,12,2,0,1,40,0,0
55,4,14,1,5,5,0,0,45,0,1
47,0,13,0,3,2,0,1,40,0,0
19,0,9,2,1,1,0,1,40,0,1
26,0,9,2,10,1,0,1,40,0,1
44,0,12,1,5,3,0,0,40,0,0
42,0,14,2,4,3,0,1,40,0,0
39,0,10,0,4,2,0,1,60,0,1
26,0,9,2,8,3,0,0,50,0,1
26,0,14,0,5,2,0,1,20,0,1
50,2,14,0,3,2,0,1,55,0,1
46,1,14,0,4,2,0,1,50,0,0
18,0,10,2,0,1,0,1,20,0,1
26,0,13,2,4,5,1,1,60,19,1
32,0,13,0,3,2,0,1,40,0,0
50,0,3,5,2,5,0,0,34,20,1
47,4,10,0,12,2,0,1,40,0,0
52,0,9,0,2,0,0,0,25,0,1
25,3,10,0,4,2,0,1,40,0,0
42,4,7,0,10,2,0,1,40,0,1
53,0,9,0,4,2,0,1,45,0,1
